STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E3M,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,2.705723064,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Used a mobile phone or card to pay for an in-store purchase : monthly,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E3LM,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,4.860484481,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Used a mobile phone or card to pay for an instore purchase : less than once a month,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4A,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,3.728071294,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases : merchant only accepts cash,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4B,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,0.283301435,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases : More expensive to pay using a card or phone,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4C,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,0,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: don't trust payments using a card or a phone,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,37.4698907,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,M,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,34.03601301,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,F,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,40.93214612,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,2024,41.83399065,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,2024,30.90955241,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,2024,38.71182938,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y15T24,_T,PT_RESP,_T,_T,_T,2024,33.08056465,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,RUR,PT_RESP,_T,_T,_T,2024,40.03586367,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Rural area,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,URB,PT_RESP,_T,_T,_T,2024,34.5582785,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Urban area,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2024,33.10020502,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2024,40.30499206,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2024,45.06729903,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4D,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2024,25.6403955,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: used to paying it with cash,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN25E4E,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,0.04847397,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Reason for cash payment for in-store purchases: other,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FH2A,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,7.714774464,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received international remittances,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN31C,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,1.121487087,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Made a utility payment: by handing cash to bank staff or an agent,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN36A,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,3.671332502,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Wage payments: Take all money out of account,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN36B,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,9.899600566,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Wage payments: leave some money in the account,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN40A,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,8.496068413,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Government transfer or pension: take out all cash at once,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN40B,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,2.986539461,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Government transfer or pension: leave some money in your account,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,27.38336389,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,M,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,29.92513517,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,F,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,24.82058727,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,2024,35.24430836,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,2024,15.56639005,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,2024,27.0837008,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y15T24,_T,PT_RESP,_T,_T,_T,2024,28.44244916,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,RUR,PT_RESP,_T,_T,_T,2024,28.00178611,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Rural area,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,URB,PT_RESP,_T,_T,_T,2024,26.68163955,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Urban area,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2024,20.5619601,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2024,31.80916761,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2024,36.36037683,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN8,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2024,13.37380992,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Store money in account,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN31A,_T,Y_GE15,_T,PT_RESP_PAY_UT,_T,_T,_T,2017,16.01411195,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Made a utility payment: using a bank or similar financial institution account,Total,15 years old and over,Total,Percentage of respondents who paid utility bills,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN31A,_T,Y_GE15,_T,PT_RESP_PAY_UT,_T,_T,_T,2021,13.98780856,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Made a utility payment: using a bank or similar financial institution account,Total,15 years old and over,Total,Percentage of respondents who paid utility bills,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN31A,_T,Y_GE15,_T,PT_RESP_PAY_UT,_T,_T,_T,2024,14.08923209,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Made a utility payment: using a bank or similar financial institution account,Total,15 years old and over,Total,Percentage of respondents who paid utility bills,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN31B,_T,Y_GE15,_T,PT_RESP_PAY_UT,_T,_T,_T,2024,16.16008728,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Made a utility payment: using a mobile phone,Total,15 years old and over,Total,Percentage of respondents who paid utility bills,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN37_39A,_T,Y_GE15,_T,PT_REC_GT,_T,_T,_T,2021,40.52796718,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received government transfer: into a bank or similar financial institution account,Total,15 years old and over,Total,Percentage of government transfer recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FING2P_ACC,_T,Y_GE15,_T,PT_REC_GP,_T,_T,_T,2021,48.91836605,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received government payments: into an account,Total,15 years old and over,Total,Percentage of government payment recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FING2P_ACC,_T,Y_GE15,_T,PT_REC_GP,_T,_T,_T,2024,54.27975508,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received government payments: into an account,Total,15 years old and over,Total,Percentage of government payment recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FING2P_CASH,_T,Y_GE15,_T,PT_REC_GP,_T,_T,_T,2021,36.91942938,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received government payments: in cash only,Total,15 years old and over,Total,Percentage of government payment recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN37_38_39A,_T,Y_GE15,_T,PT_REC_GTP,_T,_T,_T,2021,41.27865842,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received government transfer or pension: into bank or similar financial institution account,Total,15 years old and over,Total,Percentage of government transfer or pension recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN37_38_39_ACC,_T,Y_GE15,_T,PT_REC_GTP,_T,_T,_T,2021,48.09735861,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received government transfer or pension: into an account,Total,15 years old and over,Total,Percentage of government transfer or pension recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN37_38_39_ACC,_T,Y_GE15,_T,PT_REC_GTP,_T,_T,_T,2024,48.62191353,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received government transfer or pension: into an account,Total,15 years old and over,Total,Percentage of government transfer or pension recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN27B,_T,Y_GE15,_T,PT_INT_PUR,_T,_T,_T,2021,65.12942906,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Made a cash payment upon delivery for an online purchase,Total,15 years old and over,Total,Percentage of respondents making internet purchases,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN27B,_T,Y_GE15,_T,PT_INT_PUR,_T,_T,_T,2024,77.22154482,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Made a cash payment upon delivery for an online purchase,Total,15 years old and over,Total,Percentage of respondents making internet purchases,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN28_29,_T,Y_GE15,_T,PT_SEN_REC,_T,_T,_T,2021,42.43376739,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Sent or received domestic remittances: using an account,Total,15 years old and over,Total,Percentage of senders and recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN28_29,_T,Y_GE15,_T,PT_SEN_REC,_T,_T,_T,2024,64.44079599,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Sent or received domestic remittances: using an account,Total,15 years old and over,Total,Percentage of senders and recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN28,_T,Y_GE15,_T,PT_SEN,_T,_T,_T,2024,61.01706211,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Sent domestic remittances: using an account,Total,15 years old and over,Total,Percentage of senders,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN29,_T,Y_GE15,_T,PT_REC,_T,_T,_T,2024,66.63275089,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Received domestic remittances: into an account,Total,15 years old and over,Total,Percentage of recipients,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN11_2A,_T,Y_GE15,_T,PT_RESP_NACCT,_T,_T,_T,2024,58.25351012,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Can use account at a bank or similar financial institution without help if opened,Total,15 years old and over,Total,Percentage of respondents without an account,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN11B,_T,Y_GE15,_T,PT_RESP_NACCT,_T,_T,_T,2024,50.34619918,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,No account because financial services are too expensive,Total,15 years old and over,Total,Percentage of respondents without an account,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN11D,_T,Y_GE15,_T,PT_RESP_NACCT,_T,_T,_T,2024,64.74663206,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,No account because of insufficient funds,Total,15 years old and over,Total,Percentage of respondents without an account,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN11E,_T,Y_GE15,_T,PT_RESP_NACCT,_T,_T,_T,2024,49.97877434,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,No account because someone in the family has one,Total,15 years old and over,Total,Percentage of respondents without an account,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN9B,_T,Y_GE15,_T,PT_RESP_ACCTB,_T,_T,_T,2024,46.45601515,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Used a mobile phone or the internet to check account balance,Total,15 years old and over,Total,Percentage of respondents with a bank or similar financial institution account,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN5M,_T,Y_GE15,_T,PT_RESP_ACCTB,_T,_T,_T,2024,35.02951936,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,"Deposited money into a bank or similar financial institution, monthly",Total,15 years old and over,Total,Percentage of respondents with a bank or similar financial institution account,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
