STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24ASD,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2024,39.88076555,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and somewhat difficult,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24ASD,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2024,52.87184395,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and somewhat difficult,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24ASD,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2021,54.81173682,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and somewhat difficult,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24ASD,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2021,33.96854679,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and somewhat difficult,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24ASD,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2024,52.67260589,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and somewhat difficult,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24ASD,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2024,40.15492136,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and somewhat difficult,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24AND,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2021,10.76826354,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and not difficult at all,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24AND,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,12.57785439,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and not difficult at all,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24AND,M,Y_GE15,_T,PT_RESP,_T,_T,_T,2021,13.04496358,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and not difficult at all,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24AND,F,Y_GE15,_T,PT_RESP,_T,_T,_T,2021,8.589197776,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Coming up with emergency funds in 30 days: possible and not difficult at all,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2014,35.73812339,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2014,45.1907238,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,30.5642524,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,39.10486923,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2021,26.39730533,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2021,30.62739391,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2024,22.63954056,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2024,34.81236341,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2014,42.9560572,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2014,39.62941125,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2017,37.2402373,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2017,34.0433443,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2021,29.04402858,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2021,28.62438693,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2024,31.93682068,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22B,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2024,27.08031348,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from family or friends,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2017,14.63221424,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2021,7.41917643,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,7.037193411,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,M,Y_GE15,_T,PT_RESP,_T,_T,_T,2017,11.75223668,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,F,Y_GE15,_T,PT_RESP,_T,_T,_T,2017,17.38618842,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,2017,17.5519111,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,2017,10.24649395,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,2017,15.60032534,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y15T24,_T,PT_RESP,_T,_T,_T,2017,11.46789081,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2017,9.777098072,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2017,17.8223912,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2017,14.95710348,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN22C,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_0T1,2017,14.27466767,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Borrowed from a savings club,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Primary education or less,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2021,13.49957694,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,12.49139227,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,M,Y_GE15,_T,PT_RESP,_T,_T,_T,2021,12.34142279,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,F,Y_GE15,_T,PT_RESP,_T,_T,_T,2021,14.60806467,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,M,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,12.78800389,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Male,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,F,Y_GE15,_T,PT_RESP,_T,_T,_T,2024,12.19232943,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Female,15 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,2021,18.45221914,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,2021,6.059070261,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,INCOME_GE_Q3,_T,_T,2024,15.1482699,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Income Level: Richest 60%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,INCOME_Q1T2,_T,_T,2024,8.49743791,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Income Level: Poorest 40%,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,2021,12.62132171,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y15T24,_T,PT_RESP,_T,_T,_T,2021,16.65601798,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE25,_T,PT_RESP,_T,_T,_T,2024,10.00248159,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,25 years old and over,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y15T24,_T,PT_RESP,_T,_T,_T,2024,21.28783333,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 to 24 years old,Total,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,RUR,PT_RESP,_T,_T,_T,2024,11.70063136,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Rural area,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,URB,PT_RESP,_T,_T,_T,2024,13.38866948,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Urban area,Percentage of respondents,Total,Total,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2021,11.3496214,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2021,15.06480863,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,_T,LFP_OUTWORK,_T,2024,12.18598065,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: Out of the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,_T,LFP_INWORK,_T,2024,12.68954677,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Total,Employment: In the workforce/labor force,Total,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A3,IDN,WB_FINDEX_FIN24SAV,_T,Y_GE15,_T,PT_RESP,_T,_T,ISCED11_GE_2_3,2021,19.36380847,_Z,RATIO,2,WB_FINDEX,602,0,A,PU,Triennial,Indonesia,Main source of emergency funds in 30 days: savings,Total,15 years old and over,Total,Percentage of respondents,Total,Total,Education: Secondary education or more,Not Applicable,Ratio,Two,Global Findex Database,CCYY,Units,Normal value,Public
